shipment_id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,order_amount_local,currency_code,prior_purchases,product_importance,discount_offered,weight_in_gms,reached_on_time_y_n,customer_id,shipment_date
300,F,Ship,4,3,136,NOK,3,medium,20,1531,TRUE,CUST_0001,31/10/2025
301,D,Ship,5,3,127,CNY,3,low,43,1446,TRUE,CUST_0038,1/11/2025
302,F,Ship,4,5,202,EUR,2,medium,35,3695,TRUE,CUST_0025,2/11/2025
303,A,Ship,3,4,241,SGD,2,low,57,3671,TRUE,CUST_0012,3/11/2025
304,B,Ship,4,3,222,EUR,2,medium,55,3833,TRUE,CUST_0115,4/11/2025
305,C,Ship,3,2,183,GBP,4,medium,12,2777,TRUE,CUST_0156,5/11/2025
306,F,Ship,4,4,249,USD,3,medium,36,3769,TRUE,CUST_0197,6/11/2025
307,D,Ship,3,1,243,CNY,4,high,59,3838,TRUE,CUST_0238,7/11/2025
308,F,Ship,3,3,163,EUR,3,medium,9,1257,TRUE,CUST_0495,8/11/2025
309,A,Ship,4,2,165,CNY,2,high,11,1596,TRUE,CUST_0538,9/11/2025
310,B,Ship,5,5,266,NOK,3,medium,53,3089,TRUE,CUST_0021,10/11/2025
311,C,Ship,3,4,193,CNY,2,medium,48,3909,TRUE,CUST_0008,11/11/2025
312,F,Ship,3,2,154,EUR,3,low,56,1136,TRUE,CUST_0045,12/11/2025
313,D,Ship,3,3,140,SGD,3,medium,51,1046,TRUE,CUST_0032,13/11/2025
314,F,Ship,4,3,272,EUR,3,medium,38,3705,TRUE,CUST_0125,14/11/2025
315,A,Ship,4,2,143,GBP,6,medium,20,1654,TRUE,CUST_0166,15/11/2025
316,B,Ship,4,2,138,USD,3,low,30,1805,TRUE,CUST_0207,16/11/2025
317,C,Ship,4,2,238,CNY,2,high,17,3358,TRUE,CUST_0248,17/11/2025
318,F,Ship,4,5,273,EUR,4,medium,31,2373,TRUE,CUST_0425,18/11/2025
319,D,Ship,3,1,200,CNY,2,medium,27,2551,TRUE,CUST_0468,19/11/2025
320,F,Ship,4,5,213,NOK,4,low,39,2381,TRUE,CUST_0041,20/11/2025
321,A,Ship,3,4,224,CNY,2,medium,15,2701,TRUE,CUST_0028,21/11/2025
322,B,Ship,4,5,141,EUR,3,medium,12,1672,TRUE,CUST_0015,22/11/2025
323,C,Ship,3,3,150,SGD,3,low,46,1040,TRUE,CUST_0002,23/11/2025
324,F,Ship,3,1,192,EUR,2,low,33,2818,TRUE,CUST_0135,24/11/2025
325,D,Ship,5,1,279,GBP,4,medium,24,3440,TRUE,CUST_0176,25/11/2025
326,F,Ship,3,4,246,USD,3,medium,30,3748,TRUE,CUST_0217,26/11/2025
327,A,Ship,3,4,173,CNY,3,medium,52,1587,TRUE,CUST_0058,27/11/2025
328,B,Ship,4,4,233,EUR,4,medium,59,2358,TRUE,CUST_0355,28/11/2025
329,C,Ship,5,1,274,CNY,2,medium,24,2423,TRUE,CUST_0398,29/11/2025
330,F,Ship,4,5,243,NOK,4,medium,41,2782,TRUE,CUST_0011,30/11/2025
331,D,Ship,3,4,197,CNY,3,medium,56,3427,TRUE,CUST_0048,1/12/2025
332,F,Ship,4,3,140,EUR,3,high,46,1072,TRUE,CUST_0035,2/12/2025
333,A,Ship,3,5,215,SGD,3,medium,22,2585,TRUE,CUST_0022,3/12/2025
334,B,Ship,3,4,211,EUR,3,medium,8,3710,TRUE,CUST_0145,4/12/2025
335,C,Ship,4,2,220,GBP,5,low,33,2854,TRUE,CUST_0186,5/12/2025
336,F,Ship,3,1,194,USD,4,low,64,2026,TRUE,CUST_0227,6/12/2025
337,D,Ship,5,1,262,CNY,3,medium,58,3599,TRUE,CUST_0068,7/12/2025
338,F,Ship,4,4,201,EUR,2,low,1,3147,TRUE,CUST_0285,8/12/2025
339,A,Ship,3,5,261,CNY,3,medium,15,2989,TRUE,CUST_0328,9/12/2025
340,B,Ship,4,4,191,NOK,6,low,60,3425,TRUE,CUST_0031,10/12/2025
341,C,Ship,2,5,255,CNY,5,medium,53,3775,TRUE,CUST_0018,11/12/2025
342,F,Ship,3,2,169,EUR,2,high,30,1698,TRUE,CUST_0005,12/12/2025
343,D,Ship,4,5,162,SGD,2,medium,64,1918,TRUE,CUST_0042,13/12/2025
344,F,Ship,2,5,248,EUR,6,low,62,2750,TRUE,CUST_0155,14/12/2025
345,A,Ship,5,3,197,GBP,4,low,2,2222,TRUE,CUST_0196,15/12/2025
346,B,Ship,5,1,264,USD,3,low,6,2882,TRUE,CUST_0237,16/12/2025
347,C,Ship,5,5,260,CNY,2,medium,55,2791,TRUE,CUST_0078,17/12/2025
348,F,Ship,5,3,186,EUR,2,medium,58,2259,TRUE,CUST_0715,18/12/2025
349,D,Ship,4,5,233,CNY,4,low,44,2551,TRUE,CUST_0258,19/12/2025
350,F,Ship,5,1,161,NOK,3,low,47,1954,TRUE,CUST_0001,20/12/2025
351,A,Ship,4,5,188,CNY,3,low,13,2409,TRUE,CUST_0038,21/12/2025
352,B,Ship,5,5,171,EUR,2,medium,22,1695,TRUE,CUST_0025,22/12/2025
353,C,Ship,2,2,267,SGD,3,medium,15,2481,TRUE,CUST_0012,23/12/2025
354,F,Ship,4,3,255,EUR,2,high,47,2956,TRUE,CUST_0165,24/12/2025
355,D,Ship,3,2,132,GBP,3,low,56,1303,TRUE,CUST_0206,25/12/2025
356,F,Ship,5,1,266,USD,3,low,31,3157,TRUE,CUST_0247,26/12/2025
357,A,Ship,3,4,198,CNY,2,low,25,2774,TRUE,CUST_0088,27/12/2025
358,B,Ship,2,3,247,EUR,2,medium,62,3127,TRUE,CUST_0645,28/12/2025
359,C,Ship,3,1,140,CNY,3,medium,65,1291,TRUE,CUST_0688,29/12/2025
360,F,Ship,4,3,131,NOK,5,low,6,1659,TRUE,CUST_0021,1/10/2025
361,D,Ship,5,2,246,CNY,3,medium,49,3236,TRUE,CUST_0008,2/10/2025
362,F,Ship,3,2,159,EUR,3,medium,4,1681,TRUE,CUST_0045,3/10/2025
363,A,Ship,3,5,203,SGD,2,medium,61,3642,TRUE,CUST_0032,4/10/2025
364,B,Ship,4,3,187,EUR,4,high,29,3141,TRUE,CUST_0175,5/10/2025
365,C,Ship,6,2,146,GBP,3,low,62,1936,TRUE,CUST_0216,6/10/2025
366,F,Ship,3,2,234,USD,3,medium,39,2099,TRUE,CUST_0057,7/10/2025
367,D,Ship,3,4,122,CNY,3,high,15,1354,TRUE,CUST_0098,8/10/2025
368,F,Ship,3,3,135,EUR,3,low,8,1074,TRUE,CUST_0575,9/10/2025
369,A,Ship,3,5,103,CNY,3,low,3,1403,TRUE,CUST_0618,10/10/2025
370,B,Ship,3,5,257,NOK,3,medium,19,2173,TRUE,CUST_0041,11/10/2025
371,C,Ship,4,3,169,CNY,2,low,2,1399,TRUE,CUST_0028,12/10/2025
372,F,Ship,4,5,159,EUR,3,medium,18,1808,TRUE,CUST_0015,13/10/2025
373,D,Ship,4,5,188,SGD,3,low,38,3031,TRUE,CUST_0002,14/10/2025
374,F,Ship,5,1,136,EUR,3,medium,19,1420,TRUE,CUST_0185,15/10/2025
375,A,Ship,5,1,227,GBP,3,low,19,3007,TRUE,CUST_0226,16/10/2025
376,B,Ship,3,5,262,USD,2,low,53,3275,TRUE,CUST_0067,17/10/2025
377,C,Ship,2,3,157,CNY,2,low,45,1965,TRUE,CUST_0108,18/10/2025
378,F,Ship,5,3,238,EUR,2,medium,21,2053,TRUE,CUST_0505,19/10/2025
379,D,Ship,3,5,152,CNY,3,low,43,1282,TRUE,CUST_0548,20/10/2025
380,F,Ship,3,2,201,NOK,3,medium,5,2040,TRUE,CUST_0011,21/10/2025
381,A,Ship,3,4,148,CNY,2,low,54,1778,TRUE,CUST_0048,22/10/2025
382,B,Ship,5,2,199,EUR,4,low,59,2885,TRUE,CUST_0035,23/10/2025
383,C,Ship,5,4,215,SGD,2,low,45,3501,TRUE,CUST_0022,24/10/2025
384,F,Ship,4,5,175,EUR,2,low,40,1270,TRUE,CUST_0195,25/10/2025
385,D,Road,4,3,236,GBP,2,high,23,3123,TRUE,CUST_0236,26/10/2025
386,F,Road,2,5,182,USD,2,medium,57,2896,TRUE,CUST_0077,27/10/2025
387,A,Road,3,1,251,CNY,3,medium,42,3698,TRUE,CUST_0118,28/10/2025
388,B,Road,5,2,173,EUR,3,low,7,1855,TRUE,CUST_0435,29/10/2025
389,C,Road,4,3,225,CNY,3,low,62,2587,TRUE,CUST_0478,30/10/2025
390,F,Road,4,2,167,NOK,4,low,20,1705,TRUE,CUST_0031,31/10/2025
391,D,Road,4,1,259,CNY,3,low,20,2154,TRUE,CUST_0018,1/11/2025
392,F,Road,4,1,178,EUR,3,medium,63,1573,TRUE,CUST_0005,2/11/2025
393,A,Road,4,4,178,SGD,4,medium,13,1614,TRUE,CUST_0042,3/11/2025
394,B,Road,5,4,169,EUR,2,low,20,1765,TRUE,CUST_0205,4/11/2025
395,C,Road,3,2,272,GBP,2,low,33,2321,TRUE,CUST_0246,5/11/2025
396,F,Road,4,4,183,USD,3,low,29,3251,TRUE,CUST_0087,6/11/2025
397,D,Road,3,4,205,CNY,3,low,10,2728,TRUE,CUST_0128,7/11/2025
398,F,Road,2,1,123,EUR,4,low,53,1036,TRUE,CUST_0365,8/11/2025
399,A,Road,4,3,152,CNY,3,low,58,1453,TRUE,CUST_0408,9/11/2025
400,B,Road,3,1,220,NOK,2,high,40,3773,TRUE,CUST_0001,10/11/2025
401,C,Road,4,3,134,CNY,3,low,51,1965,TRUE,CUST_0038,11/11/2025
402,F,Road,3,2,217,EUR,2,high,19,2992,TRUE,CUST_0025,12/11/2025
403,D,Road,3,2,265,SGD,3,low,49,2791,TRUE,CUST_0012,13/11/2025
404,F,Road,4,2,249,EUR,5,medium,36,3836,TRUE,CUST_0215,14/11/2025
405,A,Road,5,3,213,GBP,4,medium,50,2003,TRUE,CUST_0056,15/11/2025
406,B,Road,2,2,124,USD,3,low,56,1494,TRUE,CUST_0097,16/11/2025
407,C,Flight,4,1,180,CNY,2,low,23,1193,TRUE,CUST_0138,17/11/2025
408,F,Flight,4,5,193,EUR,3,medium,65,2267,TRUE,CUST_0295,18/11/2025
409,D,Flight,3,2,192,CNY,3,medium,43,3339,TRUE,CUST_0338,19/11/2025
410,F,Flight,2,5,166,NOK,3,medium,3,1832,TRUE,CUST_0021,20/11/2025
411,A,Flight,3,2,264,CNY,3,medium,5,3861,TRUE,CUST_0008,21/11/2025
412,B,Flight,3,4,200,EUR,2,medium,14,3528,TRUE,CUST_0045,22/11/2025
413,C,Flight,4,3,142,SGD,4,medium,12,1396,TRUE,CUST_0032,23/11/2025
414,F,Flight,4,1,215,EUR,2,low,32,3066,TRUE,CUST_0225,24/11/2025
415,D,Flight,2,1,218,GBP,2,low,15,2745,TRUE,CUST_0066,25/11/2025
416,F,Flight,3,2,115,USD,3,low,27,1814,TRUE,CUST_0107,26/11/2025
417,A,Flight,4,3,159,CNY,3,low,33,1330,TRUE,CUST_0148,27/11/2025
418,B,Flight,5,5,133,EUR,3,low,63,1218,TRUE,CUST_0725,28/11/2025
419,C,Flight,5,2,178,CNY,3,low,48,1517,TRUE,CUST_0268,29/11/2025
420,F,Flight,4,2,134,NOK,2,low,43,1714,TRUE,CUST_0041,30/11/2025
421,D,Flight,3,1,184,CNY,5,medium,58,2544,TRUE,CUST_0028,1/12/2025
422,F,Flight,4,2,251,EUR,2,medium,24,2405,TRUE,CUST_0015,2/12/2025
423,A,Flight,3,2,141,SGD,3,low,7,1933,TRUE,CUST_0002,3/12/2025
424,B,Flight,4,4,229,EUR,2,medium,45,3776,TRUE,CUST_0235,4/12/2025
425,C,Flight,4,1,203,GBP,4,low,34,3813,TRUE,CUST_0076,5/12/2025
426,F,Flight,4,3,158,USD,3,medium,57,1911,TRUE,CUST_0117,6/12/2025
427,D,Flight,3,4,167,CNY,3,medium,52,1755,TRUE,CUST_0158,7/12/2025
428,F,Flight,5,4,197,EUR,4,low,40,3303,TRUE,CUST_0655,8/12/2025
429,A,Ship,2,2,140,CNY,3,low,19,1806,TRUE,CUST_0698,9/12/2025
430,B,Ship,5,1,205,NOK,2,medium,27,3569,TRUE,CUST_0011,10/12/2025
431,C,Ship,5,5,208,CNY,3,low,45,2018,TRUE,CUST_0048,11/12/2025
432,F,Ship,4,2,96,EUR,3,low,22,1294,TRUE,CUST_0035,12/12/2025
433,D,Ship,6,4,205,SGD,3,low,44,2064,TRUE,CUST_0022,13/12/2025
434,F,Ship,4,2,215,EUR,3,medium,48,2953,TRUE,CUST_0245,14/12/2025
435,A,Ship,4,1,216,GBP,3,low,43,2643,TRUE,CUST_0086,15/12/2025
436,B,Ship,3,1,112,USD,2,high,22,1846,TRUE,CUST_0127,16/12/2025
437,C,Ship,5,4,222,CNY,3,low,20,3632,TRUE,CUST_0168,17/12/2025
438,F,Ship,5,2,186,EUR,3,medium,15,2153,TRUE,CUST_0585,18/12/2025
439,D,Ship,3,5,241,CNY,3,medium,48,2841,TRUE,CUST_0628,19/12/2025
440,F,Ship,3,3,172,NOK,3,low,58,1269,TRUE,CUST_0031,20/12/2025
441,A,Ship,3,5,251,CNY,2,high,23,2426,TRUE,CUST_0018,21/12/2025
442,B,Ship,5,3,190,EUR,3,high,45,2628,TRUE,CUST_0005,22/12/2025
443,C,Ship,4,3,186,SGD,2,medium,48,2805,TRUE,CUST_0042,23/12/2025
444,F,Ship,4,4,207,EUR,2,medium,35,2596,TRUE,CUST_0055,24/12/2025
445,D,Ship,3,3,135,GBP,3,low,19,1366,TRUE,CUST_0096,25/12/2025
446,F,Ship,4,4,189,USD,2,medium,18,2955,TRUE,CUST_0137,26/12/2025
447,A,Ship,4,4,173,CNY,5,medium,51,1691,TRUE,CUST_0178,27/12/2025
448,B,Ship,3,4,194,EUR,3,medium,3,2169,TRUE,CUST_0515,28/12/2025
449,C,Ship,3,1,183,CNY,3,low,19,3018,TRUE,CUST_0558,29/12/2025
450,F,Ship,4,3,140,NOK,2,low,22,1248,TRUE,CUST_0001,1/10/2025
451,D,Ship,4,4,244,CNY,3,medium,55,2782,TRUE,CUST_0038,2/10/2025
452,F,Ship,2,3,189,EUR,4,low,34,3355,TRUE,CUST_0025,3/10/2025
453,A,Ship,3,2,157,SGD,2,medium,53,1390,TRUE,CUST_0012,4/10/2025
454,B,Ship,4,1,275,EUR,10,medium,23,2726,TRUE,CUST_0065,5/10/2025
455,C,Ship,4,5,133,GBP,3,low,53,1467,TRUE,CUST_0106,6/10/2025
456,F,Ship,4,1,149,USD,3,medium,54,1178,TRUE,CUST_0147,7/10/2025
457,D,Ship,3,3,254,CNY,2,high,17,3153,TRUE,CUST_0188,8/10/2025
458,F,Ship,3,4,145,EUR,8,low,15,1429,TRUE,CUST_0445,9/10/2025
459,A,Ship,3,2,179,CNY,5,low,52,1991,TRUE,CUST_0488,10/10/2025
460,B,Ship,5,2,168,NOK,3,low,26,1526,TRUE,CUST_0021,11/10/2025
461,C,Ship,4,1,202,CNY,3,medium,18,3940,TRUE,CUST_0008,12/10/2025
462,F,Ship,3,4,220,EUR,7,low,43,2620,TRUE,CUST_0045,13/10/2025
463,D,Ship,3,4,244,SGD,8,low,1,2703,TRUE,CUST_0032,14/10/2025
464,F,Ship,4,2,186,EUR,7,medium,40,3111,TRUE,CUST_0075,15/10/2025
465,A,Ship,5,2,263,GBP,8,medium,24,3139,TRUE,CUST_0116,16/10/2025
466,B,Ship,3,2,294,USD,4,low,15,1318,TRUE,CUST_0157,17/10/2025
467,C,Ship,3,5,226,CNY,2,medium,2,1043,TRUE,CUST_0198,18/10/2025
468,F,Ship,4,4,173,EUR,5,medium,2,1175,TRUE,CUST_0375,19/10/2025
469,D,Ship,3,5,194,CNY,3,medium,10,2277,TRUE,CUST_0418,20/10/2025
470,F,Ship,3,5,183,NOK,3,low,2,3459,TRUE,CUST_0041,21/10/2025
471,A,Ship,4,1,140,CNY,2,low,61,1770,TRUE,CUST_0028,22/10/2025
472,B,Ship,4,3,244,EUR,3,medium,8,3318,TRUE,CUST_0015,23/10/2025
473,C,Ship,2,2,189,SGD,4,low,9,3413,TRUE,CUST_0002,24/10/2025
474,F,Ship,3,1,157,EUR,2,medium,39,1525,TRUE,CUST_0085,25/10/2025
475,D,Ship,4,3,275,GBP,10,medium,10,2093,TRUE,CUST_0126,26/10/2025
476,F,Ship,4,5,133,USD,3,low,59,1092,TRUE,CUST_0167,27/10/2025
477,A,Ship,4,2,149,CNY,3,medium,26,1863,TRUE,CUST_0208,28/10/2025
478,B,Ship,3,4,254,EUR,2,high,41,3973,TRUE,CUST_0305,29/10/2025
479,C,Ship,3,4,145,CNY,8,low,24,1594,TRUE,CUST_0348,30/10/2025
480,F,Ship,3,5,179,NOK,5,low,56,1113,TRUE,CUST_0011,31/10/2025
481,D,Ship,5,4,168,CNY,3,low,13,1317,TRUE,CUST_0048,1/11/2025
482,F,Ship,4,5,202,EUR,3,medium,46,3181,TRUE,CUST_0035,2/11/2025
483,A,Ship,3,3,220,SGD,7,low,25,2141,TRUE,CUST_0022,3/11/2025
484,B,Ship,3,2,244,EUR,8,low,50,3562,TRUE,CUST_0095,4/11/2025
485,C,Ship,4,3,186,GBP,7,medium,30,2062,TRUE,CUST_0136,5/11/2025
486,F,Ship,5,5,263,USD,8,medium,9,2236,TRUE,CUST_0177,6/11/2025
487,D,Ship,3,1,294,CNY,4,low,25,1498,TRUE,CUST_0218,7/11/2025
488,F,Ship,4,1,139,EUR,3,low,56,1811,TRUE,CUST_0735,8/11/2025
489,A,Ship,7,5,192,CNY,3,low,46,1550,TRUE,CUST_0278,9/11/2025
490,B,Ship,3,3,235,NOK,3,low,5,3065,TRUE,CUST_0031,10/11/2025
491,C,Ship,2,1,176,CNY,3,low,15,1996,TRUE,CUST_0018,11/11/2025
492,F,Ship,5,4,224,EUR,3,low,34,2627,TRUE,CUST_0005,12/11/2025
493,D,Ship,3,4,128,SGD,3,medium,51,1524,TRUE,CUST_0042,13/11/2025
494,F,Ship,5,4,226,EUR,5,low,47,2240,TRUE,CUST_0105,14/11/2025
495,A,Ship,5,1,160,GBP,5,medium,16,1526,TRUE,CUST_0146,15/11/2025
496,B,Ship,3,1,197,USD,5,low,45,2224,TRUE,CUST_0187,16/11/2025
497,C,Ship,4,2,216,CNY,3,low,12,2273,TRUE,CUST_0228,17/11/2025
498,F,Ship,4,4,199,EUR,2,low,9,3075,TRUE,CUST_0665,18/11/2025
499,D,Ship,5,5,271,CNY,2,low,27,3957,TRUE,CUST_0708,19/11/2025
500,F,Ship,5,1,201,NOK,3,low,47,2657,TRUE,CUST_0001,20/11/2025
501,A,Ship,3,4,212,CNY,2,low,33,2021,TRUE,CUST_0038,21/11/2025
502,B,Ship,3,2,177,EUR,3,low,10,1641,TRUE,CUST_0025,22/11/2025
503,C,Ship,3,4,191,SGD,4,medium,43,2903,TRUE,CUST_0012,23/11/2025
504,F,Ship,3,2,174,EUR,3,low,30,1986,TRUE,CUST_0115,24/11/2025
505,D,Ship,5,3,162,GBP,2,low,14,1045,TRUE,CUST_0156,25/11/2025
506,F,Ship,3,1,219,USD,2,low,39,2696,TRUE,CUST_0197,26/11/2025
507,A,Ship,4,4,155,CNY,3,medium,35,1421,TRUE,CUST_0238,27/11/2025
508,B,Ship,5,3,230,EUR,3,medium,3,2923,TRUE,CUST_0595,28/11/2025
509,C,Ship,4,5,192,CNY,2,medium,36,2497,TRUE,CUST_0638,29/11/2025
510,F,Ship,5,2,235,NOK,3,low,14,2984,TRUE,CUST_0021,30/11/2025
511,D,Ship,3,2,200,CNY,3,low,46,3642,TRUE,CUST_0008,1/12/2025
512,F,Ship,5,2,172,EUR,3,medium,65,1667,TRUE,CUST_0045,2/12/2025
513,A,Ship,5,4,160,SGD,4,low,6,1603,TRUE,CUST_0032,3/12/2025
514,B,Ship,5,3,250,EUR,5,low,12,2722,TRUE,CUST_0125,4/12/2025
515,C,Ship,4,2,174,GBP,3,low,9,1682,TRUE,CUST_0166,5/12/2025
516,F,Ship,3,2,204,USD,3,high,54,3608,TRUE,CUST_0207,6/12/2025
517,D,Ship,3,5,274,CNY,3,medium,51,3476,TRUE,CUST_0248,7/12/2025
518,F,Ship,5,5,262,EUR,2,medium,62,3744,TRUE,CUST_0525,8/12/2025
519,A,Ship,4,5,138,CNY,3,medium,23,1785,TRUE,CUST_0568,9/12/2025
520,B,Ship,3,1,215,NOK,3,medium,2,3873,TRUE,CUST_0041,10/12/2025
521,C,Ship,3,1,145,CNY,2,low,34,1773,TRUE,CUST_0028,11/12/2025
522,F,Road,4,5,149,EUR,2,medium,56,1141,TRUE,CUST_0015,12/12/2025
523,D,Road,6,5,212,SGD,2,medium,38,2359,TRUE,CUST_0002,13/12/2025
524,F,Road,3,1,155,EUR,3,medium,47,1193,TRUE,CUST_0135,14/12/2025
525,A,Road,5,2,154,GBP,3,low,40,1238,TRUE,CUST_0176,15/12/2025
526,B,Road,3,3,249,USD,3,medium,51,2173,TRUE,CUST_0217,16/12/2025
527,C,Road,5,1,206,CNY,2,low,2,3490,TRUE,CUST_0058,17/12/2025
528,F,Road,4,5,235,EUR,3,medium,22,2015,TRUE,CUST_0455,18/12/2025
529,D,Road,5,5,261,CNY,3,medium,8,3257,TRUE,CUST_0498,19/12/2025
530,F,Road,6,1,243,NOK,4,high,22,3537,TRUE,CUST_0011,20/12/2025
531,A,Road,3,2,237,CNY,2,high,26,3103,TRUE,CUST_0048,21/12/2025
532,B,Road,2,4,179,EUR,2,low,19,1900,TRUE,CUST_0035,22/12/2025
533,C,Road,4,3,192,SGD,3,low,43,3498,TRUE,CUST_0022,23/12/2025
534,F,Road,3,1,141,EUR,3,medium,39,1838,TRUE,CUST_0145,24/12/2025
535,D,Road,3,2,245,GBP,3,low,61,2188,TRUE,CUST_0186,25/12/2025
536,F,Road,4,4,177,USD,4,medium,32,1774,TRUE,CUST_0227,26/12/2025
537,A,Road,2,3,154,CNY,4,high,17,1897,TRUE,CUST_0068,27/12/2025
538,B,Road,4,4,228,EUR,3,medium,12,3359,TRUE,CUST_0385,28/12/2025
539,C,Road,3,3,207,CNY,6,high,24,3702,TRUE,CUST_0428,29/12/2025
540,F,Road,4,4,266,NOK,4,medium,33,2701,TRUE,CUST_0031,1/10/2025
541,D,Road,3,3,172,CNY,3,medium,42,1707,TRUE,CUST_0018,2/10/2025
542,F,Road,4,3,142,EUR,3,low,35,1512,TRUE,CUST_0005,3/10/2025
543,A,Road,4,5,218,SGD,3,low,40,3200,TRUE,CUST_0042,4/10/2025
544,B,Flight,3,3,231,EUR,2,low,46,2962,TRUE,CUST_0155,5/10/2025
545,C,Flight,4,2,180,GBP,3,low,47,1434,TRUE,CUST_0196,6/10/2025
546,F,Flight,3,1,168,USD,3,low,46,1886,TRUE,CUST_0237,7/10/2025
547,D,Flight,5,5,147,CNY,4,high,42,1642,TRUE,CUST_0078,8/10/2025
548,F,Flight,5,4,245,EUR,5,low,6,3592,TRUE,CUST_0315,9/10/2025
549,A,Flight,2,4,182,CNY,3,medium,47,3792,TRUE,CUST_0358,10/10/2025
550,B,Flight,3,4,176,NOK,3,medium,8,1567,TRUE,CUST_0001,11/10/2025
551,C,Flight,5,3,197,CNY,4,medium,51,2917,TRUE,CUST_0038,12/10/2025
552,F,Flight,3,5,233,EUR,3,medium,52,3519,TRUE,CUST_0025,13/10/2025
553,D,Flight,3,4,156,SGD,2,low,8,1145,TRUE,CUST_0012,14/10/2025
554,F,Flight,2,3,257,EUR,4,medium,52,2073,TRUE,CUST_0165,15/10/2025
555,A,Flight,5,4,250,GBP,3,low,11,3373,TRUE,CUST_0206,16/10/2025
556,B,Flight,5,4,189,USD,5,low,3,3301,TRUE,CUST_0247,17/10/2025
557,C,Flight,3,3,255,CNY,2,high,7,3311,TRUE,CUST_0088,18/10/2025
558,F,Flight,2,3,198,EUR,2,medium,28,3514,TRUE,CUST_0745,19/10/2025
559,D,Flight,4,2,164,CNY,3,medium,15,1489,TRUE,CUST_0288,20/10/2025
560,F,Flight,5,2,271,NOK,3,medium,32,3785,TRUE,CUST_0021,21/10/2025
561,A,Flight,3,1,185,CNY,2,medium,34,3299,TRUE,CUST_0008,22/10/2025
562,B,Flight,2,5,157,EUR,6,high,17,1764,TRUE,CUST_0045,23/10/2025
563,C,Flight,3,2,137,SGD,2,medium,17,1673,TRUE,CUST_0032,24/10/2025
564,F,Flight,3,3,229,EUR,3,low,14,2164,TRUE,CUST_0175,25/10/2025
565,D,Flight,3,3,234,GBP,2,medium,39,2449,TRUE,CUST_0216,26/10/2025
566,F,Ship,4,3,216,USD,2,low,52,3578,TRUE,CUST_0057,27/10/2025
567,A,Ship,3,1,163,CNY,4,low,20,1940,TRUE,CUST_0098,28/10/2025
568,B,Ship,5,2,268,EUR,3,low,19,2526,TRUE,CUST_0675,29/10/2025
569,C,Ship,3,3,205,CNY,5,medium,35,2988,TRUE,CUST_0718,30/10/2025
570,F,Ship,4,5,265,NOK,2,medium,18,2969,TRUE,CUST_0041,31/10/2025
571,D,Ship,2,2,236,CNY,3,medium,3,3416,TRUE,CUST_0028,1/11/2025
572,F,Ship,4,1,132,EUR,3,low,63,1901,TRUE,CUST_0015,2/11/2025
573,A,Ship,3,4,234,SGD,2,medium,46,3108,TRUE,CUST_0002,3/11/2025
574,B,Ship,4,3,108,EUR,6,low,22,1745,TRUE,CUST_0185,4/11/2025
575,C,Ship,4,2,276,GBP,2,low,54,3706,TRUE,CUST_0226,5/11/2025
576,F,Ship,4,2,179,USD,4,low,1,1063,TRUE,CUST_0067,6/11/2025
577,D,Ship,4,1,230,CNY,3,medium,40,2225,TRUE,CUST_0108,7/11/2025
578,F,Ship,3,2,210,EUR,3,medium,43,2096,TRUE,CUST_0605,8/11/2025
579,A,Ship,3,2,173,CNY,3,low,15,1992,TRUE,CUST_0648,9/11/2025
580,B,Ship,2,5,201,NOK,3,medium,29,3894,TRUE,CUST_0011,10/11/2025
581,C,Ship,3,3,214,CNY,2,low,21,3342,TRUE,CUST_0048,11/11/2025
582,F,Ship,4,2,216,EUR,2,medium,22,3024,TRUE,CUST_0035,12/11/2025
583,D,Ship,2,5,144,SGD,3,medium,61,1313,TRUE,CUST_0022,13/11/2025
584,F,Ship,5,5,182,EUR,3,medium,27,3039,TRUE,CUST_0195,14/11/2025
585,A,Ship,3,3,163,GBP,2,medium,48,1369,TRUE,CUST_0236,15/11/2025
586,B,Ship,3,3,234,USD,3,medium,8,2334,TRUE,CUST_0077,16/11/2025
587,C,Ship,3,2,158,CNY,3,high,59,1307,TRUE,CUST_0118,17/11/2025
588,F,Ship,3,5,194,EUR,2,medium,4,3496,TRUE,CUST_0535,18/11/2025
589,D,Ship,3,1,201,CNY,6,medium,3,2497,TRUE,CUST_0578,19/11/2025
590,F,Ship,3,2,178,NOK,2,medium,59,1933,TRUE,CUST_0031,20/11/2025
591,A,Ship,4,1,214,CNY,5,medium,51,2669,TRUE,CUST_0018,21/11/2025
592,B,Ship,3,3,281,EUR,2,medium,55,3047,TRUE,CUST_0005,22/11/2025
593,C,Ship,3,2,260,SGD,3,medium,2,2176,TRUE,CUST_0042,23/11/2025
594,F,Ship,3,2,200,EUR,2,medium,46,3174,TRUE,CUST_0205,24/11/2025
595,D,Ship,5,3,209,GBP,2,high,49,2581,TRUE,CUST_0246,25/11/2025
596,F,Ship,3,1,185,USD,3,low,61,3280,TRUE,CUST_0087,26/11/2025
597,A,Ship,4,3,230,CNY,3,low,62,2236,TRUE,CUST_0128,27/11/2025
598,B,Ship,3,4,134,EUR,3,medium,31,1540,TRUE,CUST_0465,28/11/2025
599,C,Ship,4,5,270,CNY,2,low,34,2821,TRUE,CUST_0508,29/11/2025
